Borough,Site type,Park/Site Name,Address,Latitude,Longitude
Bronx,Subproperty,227th St. Plgd,E 227 St/Bronx River Pkway,40.890848989,-73.864223918
Bronx,Subproperty,Allerton Ballfields,Allerton Ave & Moshulu Pkway,40.8488907878,-73.8771283938
Bronx,Outdoor,Arthur Ave & E 187 St,Arthur Ave & 187 St,40.85557,-73.887564999999995
Bronx,Outdoor ,Barstow Mansion,"895 Shore Road, Pelham Bay Park",40.871864,-73.805549
Bronx,Subproperty,Bradley Playground,2001-2017 Bronx Park E,40.851889,-73.868549
Bronx,Outdoor,Bronx Botanical Gardens,Visitors Service Center,40.861525999999998,-73.880658999999994
Bronx,Outdoor,Bronx Botanical Gardens,Visitors Service Center,40.860754999999997,-73.880422999999993
Bronx,Outdoor,Bronx Botanical Gardens,Visitors Service Center,40.859644000000003,-73.880471999999997
Bronx,Outdoor,Bronx Botanical Gardens,Visitors Service Center,40.862602000000003,-73.880171000000004
Bronx,Outdoor,Bronx County Courthouse,161 ST/Grand Concourse,40.826939,-73.922314
Bronx,Outdoor,Bronx County Courthouse,161 ST/Grand Concourse,40.826627,-73.922447
Bronx,Outdoor ,Bronx Park,Lydig Ave & Bronx Park E,40.854322,-73.869764
Bronx,Outdoor ,Bronx Park Playground at Lydig,Lydig Ave & Bronx Park E,40.854445,-73.869863
Bronx,Outdoor,Bronx Zoo,Entrance to Cafeteria,40.849760000000003,-73.880054999999999
Bronx,Outdoor,Bronx Zoo,Cafeteria,40.850017000000001,-73.880035000000007
Bronx,Greenthumb,Bryant Hill Community Garden,Bryant Avenue Bet. Seneca and Garrison Aves.,40.819933,-73.887069
Bronx,Outdoor ,Burke Bridge,,40.871706,-73.872741
Bronx,Outdoor,College of Mt. St. Vincent,In front of Alumnae Hall,40.911295000000003,-73.907651999999999
Bronx,Outdoor,College of Mt. St. Vincent,In front of Cardinal Spellman Hall,40.911236000000002,-73.907910000000001
Bronx,Outdoor ,Concrete Plant Park,Bronx River bet. Westchster Av and Bruckner Blvd,40.825217,-73.88546
Bronx,Outdoor ,Crotona Park ,1700 Crotona Ave,40.840115,-73.895513
Bronx,Outdoor ,Crotona Park ,1700 Crotona Ave,40.835226,-73.895652
Bronx,Outdoor ,Crotona Park ,1700 Crotona Ave,40.84133,-73.892702
Bronx,Outdoor ,Crotona Park ,1700 Crotona Ave,40.840876,-73.898206
Bronx,Outdoor ,Crotona Park ,1700 Crotona Ave,40.838351,-73.893566
Bronx,Outdoor ,Crotona Park ,1700 Crotona Ave,40.841123,-73.898056
Bronx,Outdoor,E 174 St & Manor Ave,174 St & Manor Ave,40.833770000000001,-73.877453000000003
Bronx,Outdoor,E 176 St & Marmion Ave,176 St & Marmion Ave,40.841444000000003,-73.888486999999998
Bronx,Outdoor,E Gun Hill Rd & Bronxwood Ave,Gun Hill Rd & Bronxwood Ave,40.875552999999996,-73.860525999999993
Bronx,Outdoor,E Tremont Ave & Bruckner Blvd,Tremont Ave & Bruckner Blvd,40.833109,-73.828284999999994
Bronx,Outdoor,E Tremont Ave & University Ave,Tremont Ave & University Ave,40.85042,-73.915529000000006
Bronx,Outdoor ,Echo Park,315 Echo Pl,40.849292,-73.902175
Bronx,Greenthumb,Edith Community Garden (830 Elton Tenants Assoc.),836 Elton Avenue ,40.822893,-73.91266
Bronx,Greenthumb,El Flamboyan,Tinton Avenue @ E. 150th Street ,40.813663,-73.905898
Bronx,Greenthumb,Family Group Garden,419 East 158th Street ,40.82201,-73.914009
Bronx,Outdoor ,Fordham University,Grand Concourse West & Fordham Rd,40.862402,-73.897174
Bronx,Outdoor ,Fordham University,Main Entrance (Kazimiroff Blvd),40.861379,-73.881414
Bronx,Outdoor,Fordham University,Side Entrance (E Fordham Rd & 3 Ave),40.861267,-73.89014
Bronx,Outdoor,Fordham University,Kingsbridge Rd & Fordham Rd,40.861947999999998,-73.893726000000001
Bronx,Subproperty,French Charley Playground,"E 204 St, W/S Bronx Park",40.869996,-73.876238
Bronx,Greenthumb,Hornaday Community Garden (volky Flower Garden),851 Hornaday Avenue,40.847026,-73.882534
Bronx,Outdoor ,HUB 3rd Ave,3 Ave & 149 St,40.816171,-73.917594
Bronx,Outdoor ,Hunts Point,Hunt's Point Ave Btwn. Spofford Ave & Bryant Ave,40.814213,-73.885886
Bronx,Indoor,Hunt's Point,Hunt's Point Ave Btwn. Spofford Ave & Bryant Ave,40.814213,-73.885886
Bronx,Outdoor ,Hunt's point Riverside Park- Plgd - Parks,Lafayette Ave & Edgewater Rd,40.817471,-73.882622
Bronx,Greenthumb,Isla Verde Garden,625 Wales Avenue ,40.81484,-73.90691
Bronx,Greenthumb,Jardin de las Rosas,15 Buchanan Place,40.858005,-73.90485
Bronx,Outdoor ,Joyce Kilmer,E 164 St Btwn. Grand Concourse & Walton Ave,40.829632,-73.921933
Bronx,Outdoor ,Joyce Kilmer,E 164 St Btwn. Grand Concourse & Walton Ave,40.827502,-73.923062
Bronx,Indoor,Kingsbridge Heights Community Center,3101 Kingsbridge Ave,40.877667,-73.90062
Bronx,Greenthumb,Las Casitas Communitiy Garden,1126-1140 Woodycrest Avenue ,40.835694,-73.925664
Bronx,Greenthumb,Little Green Garden (3) Large lower expanse,E 160th St and Elton Ave,40.8229705286,-73.9128832182
Bronx,Outdoor ,Mill Pond,Mill Pond Park,40.822992396899998,-73.931892542900002
Bronx,Outdoor ,Mullaly,E 165 St Btwn. Jerome Ave & River Ave,40.834258,-73.923392
Bronx,Outdoor ,Mullaly,E 165 St Btwn. Jerome Ave & River Ave,40.831466,-73.923947
Bronx,Outdoor ,Muskrat Playground,Bronx Park,40.8415557191,-73.877522673900003
Bronx,Greenthumb,New Hoe Avenue Garden,"E/S Hoe Ave., S/O/ Aldus Street ",40.822711,-73.890242
Bronx,Subproperty,Niles Triangle,Bronx Park,40.889428,-73.864356
Bronx,Outdoor ,Noble Playground,Noble Ave Btwn. Bronx River Ave & E 177 St,40.836706,-73.872355
Bronx,Outdoor ,Nursery,Van Cortlandt Park,40.90208,-73.868519
Bronx,Subproperty,Olinville,Bronx Blvd & E 219 St,40.884079,-73.866996
Bronx,Outdoor ,"Orchard Beach picnic areas, basketball ct, Pelham playground, Nature Center, Boathouse",Orchard Beach,40.866292,-73.794774
Bronx,Outdoor ,"Orchard Beach picnic areas, basketball ct, Pelham playground, Nature Center, Boathouse",Orchard Beach,40.867984,-73.793396
Bronx,Outdoor ,"Orchard Beach picnic areas, basketball ct, Pelham playground, Nature Center, Boathouse",Orchard Beach,40.868802,-73.792261
Bronx,Outdoor ,"Orchard Beach picnic areas, basketball ct, Pelham playground, Nature Center, Boathouse",Orchard Beach,40.869068,-73.792558
Bronx,Outdoor ,"Orchard Beach picnic areas, basketball ct, Pelham playground, Nature Center, Boathouse",Orchard Beach,40.872275,-73.797323
Bronx,Outdoor ,Owen Dolan,2551 Westchester Ave,40.840504,-73.842668
Bronx,Outdoor,Owen Dolan,2551 Westchester Ave,40.840626,-73.843231
Bronx,Outdoor ,P.O. Serrano,Olmstead Ave Btwn Turnbull Ave & Lafayette Ave ,40.82366,-73.850766
Bronx,Outdoor ,Pearly Gates,St. Peter's Ave at Tratman Ave ,40.838797,-73.845791
Bronx,Outdoor ,"Pelham Bay  Ball field, north picnic area",Pelham Bay Park,40.851723,-73.824697
Bronx,Outdoor ,"Pelham Bay picnic, running track",Pelham Bay Park,40.849069,-73.822954
Bronx,Outdoor ,Quarry Ballfield- Parks,"E 181 St, oak Tree Pl Btwn. Quarry Rd & Hughes Ave",40.850274,-73.88992
Bronx,Greenthumb,River Garden,1086 East 180th Street,40.841884,-73.876389
Bronx,Outdoor ,River Park,E 180 St & Boston Rd,40.842795,-73.877694
Bronx,Outdoor,Riverdale Neighborhood House,5521 Mosholu Ave,40.903281,-73.903611999999995
Bronx,Outdoor ,Rosehill Park- Parks,Webster Ave & E Fordham Rd,40.861953,-73.890736
Bronx,Subproperty,Rosewood- Parks,Bronx River Pkwy & Rosewood St,40.873199,-73.87052
Bronx,Subproperty,Sachkera Plgd – Parks,W Gunhill Rd & Knox Pl ,40.883881,-73.881691
Bronx,Outdoor ,Seton Falls Park,E 223 St & De Reimer Ave,40.888353,-73.840908
Bronx,Outdoor ,Seton Falls Park,3800 Baychester Ave,40.885219,-73.840474
Bronx,Outdoor ,Skate Park at Allerton,Bronx Park East Btwn Britton St & Allerton Ave ,40.865657,-73.850613
Bronx,Outdoor,Skyview Shopping Plaza,Skyview Shopping Plaza (Riverdale Ave & 259 St),40.906877999999999,-73.904143000000005
Bronx,Outdoor ,Soundview – Parks,Lafayette Ave Btwn Colgate Ave & Boynton Ave ,40.819113,-73.878003
Bronx,Outdoor ,Soundview – Parks,Metcalf Ave Btwn Lafayette Ave & Seward Ave ,40.819274,-73.870418
Bronx,Outdoor ,Soundview – Parks,Metcalf Ave Btwn Seward Ave & Randall Ave,40.817335,-73.870322
Bronx,Outdoor ,Soundview – Parks,Soundview Park,40.816505,-73.872564
Bronx,Outdoor,Southern Blvd & E 173 St,Southern Blvd & 173 St,40.835693999999997,-73.888775999999993
Bronx,Subproperty,Southwest Plgd – Parks,Van Cortlandt Park,40.886538,-73.898453
Bronx,Outdoor ,Spuyton Duyvil plgd,Seton Park,40.887313,-73.916308
Bronx,Indoor,St. James ,Jerome Ave,40.865469,-73.898571
Bronx,Indoor,St. James ,Jerome Ave,40.864779,-73.899257
Bronx,Indoor,St. James ,E 193 St,40.866089,-73.896967
Bronx,Indoor,St. Mary's ,St. Anns Ave & E 145 St,40.811712,-73.914339
Bronx,Indoor,St. Mary's ,St. Anns Ave & E 145 St,40.811588,-73.914342
Bronx,Greenthumb,Sunflower Garden/Girasol,639 E. 137th Street,40.8053160148,-73.9153321204
Bronx,Subproperty,"Van Cortlandt  ballfield, tennis and picnic",Broadway & Putnam Trail,40.887317,-73.899006
Bronx,Subproperty,"Van Cortlandt  ballfield, tennis and picnic",Broadway & Van Cortlandt Park 242 St,40.888933,-73.898324
Bronx,Subproperty,"Van Cortlandt  ballfield, tennis and picnic",Van Cortlandt Park,40.888224,-73.896655
Bronx,Outdoor ,Van Cortlandt Park ,Van Cortlandt Park,40.890172,-73.896375
Bronx,Subproperty,Van Cortlandt Stadium,Van Cortlandt Park,40.888255,-73.897777
Bronx,Subproperty,Van Cortlandt Stadium,Van Cortlandt Park,40.889096,-73.892278
Bronx,Outdoor ,Virginia Park,Cross Bronx Expwy Service Rd,40.833505,-73.86232
Bronx,Greenthumb,Vogue Community Garden,431 E. 156th Street,40.8205708783,-73.9140313844
Bronx,Subproperty,Waring Plgd,"Waring Ave, Bronx Park E",40.860641,-73.871488
Bronx,Outdoor ,Watson & Gleason,Noble Ave Btwn Watson Ave & Gleason Ave,40.828933,-73.869326
Bronx,Indoor,West Bronx Rec. Ctr,1527 Jesup Ave,40.844147,-73.918886
Bronx,Subproperty,Woodlawn Tennis,Van Cortlandt Park,40.895803,-73.87943
Brooklyn,Greenthumb,A Better Community Garden,762-764 Herkimer Place/13-21 Hunterfly,40.677973,-73.928171
Brooklyn,Outdoor ,Asser Levy,Seaside Park,40.57519,-73.971342
Brooklyn,Outdoor ,Asser Levy,Seaside Park,40.575239,-73.971889
Brooklyn,Outdoor ,Bay Ridge,5 Ave & Bay Ridge Pkwy,40.629573000000001,-74.022531999999998
Brooklyn,Outdoor ,Bensonhurst,Bensohurst Park,40.596833,-73.9994
Brooklyn,Outdoor ,Boerum,Boerum Park,40.68463,-73.990234
Brooklyn,Outdoor ,Brooklyn War Memorial,Brooklyn War Memorial,40.696536,-73.990675
Brooklyn,Outdoor ,Brower,Park Pl Btwn Brooklyn Ave & Kingston Ave,40.673811,-73.943717
Brooklyn,Indoor,Brownsville Rec Ctr,1555 Linden Blvd,40.656762,-73.90247
Brooklyn,Outdoor ,Bushwick Inlet Field,Bushwick Inlet Park,40.722315,-73.961527
Brooklyn,Outdoor ,Cadman Plaza,Korean War Veterans Plaze,40.695873,-73.990218
Brooklyn,Outdoor ,Cadman Plaza,Brooklyn War Memorial,40.697327,-73.990337
Brooklyn,Outdoor ,Carroll Park,President St,40.681307,-73.995212
Brooklyn,Outdoor ,Carroll Park,Carroll St,40.680946,-73.995481
Brooklyn,Outdoor ,City Line Park,Fountain Ave,40.679442,-73.876233
Brooklyn,Outdoor ,Cobble hill park,Clinton St Btwn Congress St & Verandah Pl,40.688290000000002,-73.996136000000007
Brooklyn,Outdoor ,Columbus Park,Columbus Park,40.694143,-73.989791
Brooklyn,Outdoor ,Commodore Berry,Commodore Berry,40.697793,-73.978653
Brooklyn,Outdoor ,Cuyler Gore Park,Greene Ave,40.685861,-73.972638
Brooklyn,Outdoor ,David Marcus Plgd,Avenue P Btwn 4 St & 5 St,40.610033,-73.96952
Brooklyn ,Outdoor ,Dumbo Brooklyn Heights,Front St & Washington St,40.702573,-73.989752
Brooklyn ,Outdoor ,Dumbo Brooklyn Heights,Front St & Main St,40.702631,-73.990641
Brooklyn ,Outdoor ,Dumbo Brooklyn Heights,Front St & Jay St,40.702379999999998,-73.986553000000001
Brooklyn,Outdoor ,Dumbo Brooklyn Heights,Church Ave & Flatbush Ave,40.650210000000001,-73.958798000000002
Brooklyn ,Outdoor ,FAB,Fulton & Washington Ave ,40.682929999999999,-73.964596
Brooklyn,Outdoor,FAB,Fulton St & Lafayette/Greene/S Oxford,40.687092999999997,-73.976237999999995
Brooklyn,Outdoor,FAB,Putnam Triangle,40.682555999999998,-73.961974999999995
Brooklyn,Outdoor ,FAB ,Fulton & Lafayette ,40.687072000000001,-73.976557
Brooklyn ,Outdoor ,FAB ,Fulton & Clinton Ave ,40.683557,-73.966797
Brooklyn,Outdoor,FAB ,Lafayette & South Portland Ave,40.687207999999998,-73.974620999999999
Brooklyn,Outdoor ,Fort Greene ,Washington Park & Dekalb Ave,40.689818,-73.9732
Brooklyn,Indoor,Fort Hamilton Sr. Center,9941 Fort Hamilton Pkwy,40.613322,-74.030067
Brooklyn,Greenthumb,Good Shepheard's Community Group,555-557 Shepherd Ave.,40.6707327095,-73.8796755721
Brooklyn,Greenthumb,Gregory's Garden (P.S. 158 Memorial Garden,"444,448 Warwich Avenue",40.672659,-73.885742
Brooklyn,Greenthumb,Hands  & Hearts(New Lots Urban Farm),New Lots Ave at Alabama Avenue,40.66101,-73.895627
Brooklyn,Outdoor ,Harry Chapin Plgd,Hillside Park,40.700784,-73.995146
Brooklyn,Greenthumb,Herbal Garden,582-590 Glenmore Ave.,40.674221,-73.888573
Brooklyn,Outdoor ,JJ Byrne,4 St Btwn 4 Ave & 5 Ave,40.67269,-73.984796
Brooklyn,Outdoor ,JJ Byrne,4 St Btwn 4 Ave & 5 Ave,40.673262,-73.984332
Brooklyn,Outdoor ,Kaiser ,Neptune Ave,40.578225,-73.994834
Brooklyn,Outdoor ,Kelly,Kelly Memorial Playground,40.603519,-73.957375
Brooklyn,Outdoor ,Korean War Vet ,Cadman Plaza,40.695719,-73.990256
Brooklyn,Outdoor ,Manhattan Beach +BBQ,Oriental Blvd,40.577672,-73.944616
Brooklyn,Outdoor ,Manhattan Beach +BBQ,Oriental Blvd,40.577211,-73.946587
Brooklyn,Outdoor ,Marine Park ,Marine Park,40.604084999999998,-73.930702999999994
Brooklyn,Outdoor ,McCarren Park ,Bedford Ave ,40.721612,-73.953668
Brooklyn,Outdoor ,McCarren Park ,Bedford Ave ,40.721535,-73.954114
Brooklyn,Outdoor ,McCarren Park ,Driggs Ave,40.720622,-73.952488
Brooklyn,Outdoor ,McCarren Park ,Driggs Ave & Lorimer St,40.721653,-73.950305
Brooklyn,Outdoor ,McCarren Park ,McCarren Park,40.719973,-73.952215
Brooklyn,Outdoor ,McCarren Park ,Bedford Ave ,40.72173,-73.953298
Brooklyn,Outdoor ,McCarren Park ,N 12 St,40.721075,-73.955512
Brooklyn,Outdoor ,McCarren Park ,Berry St,40.721933,-73.955283
Brooklyn,Outdoor ,McGorlick Park,McGorlick Park,40.724446,-73.943326
Brooklyn,Indoor,Metropolitan Rec Ctr ,261 Bedford Ave,40.715086,-73.960546
Brooklyn,Outdoor,Metrotech,Willoughby St & Bridge St,40.692165000000003,-73.985247000000001
Brooklyn,Outdoor ,Mt. Prospect plgd,Mt. Prospect Park,40.67207,-73.96598
Brooklyn,Outdoor,Myrtle Ave BID,Myrtle Ave & Ashland Pl,40.693472999999997,-73.979168000000001
Brooklyn,Outdoor,Myrtle Ave BID,Myrtle Ave & Adelphi St,40.693221999999999,-73.971886999999995
Brooklyn,Outdoor,Myrtle Ave BID,Myrtle Ave & Clinton Ave,40.693126999999997,-73.968789999999998
Brooklyn,Outdoor,Myrtle Ave BID,Myrtle Ave & Hall St,40.693455999999998,-73.965907999999999
Brooklyn,Outdoor ,N. 5th St. pier,N. 5th St. pier,40.720628,-73.965524
Brooklyn,Greenthumb,New Vision Garden,590-594 Schenck Avenue,40.6659,-73.887172
Brooklyn,Outdoor ,Owl's Head,Owl's Head,40.639285,-74.031909
Brooklyn,Outdoor ,Palato plgd,Manhattan Beach Park,40.577492,-73.946325
Brooklyn,Outdoor ,Park Slope,7 Ave & 6 St,40.668796999999998,-73.980143999999996
Brooklyn,Outdoor ,Park Slope Playground ,Berkeley Lincoln Playground ,40.676639,-73.978903
Brooklyn,Outdoor ,Pierrepont Park,Pierrepon St,40.696389,-73.99734
Brooklyn,Outdoor ,Prospect Park ,Prospect Park West,40.664608,-73.976666
Brooklyn,Outdoor ,Prospect Park ,Prospect Park West,40.66132,-73.979593
Brooklyn,Outdoor ,Prospect Park ,Ocean Ave,40.660478,-73.963187
Brooklyn,Outdoor ,Prospect Park ,Ocean Ave,40.655183,-73.962214
Brooklyn,Greenthumb,Red Gate Garden,604 Marcy Avenue,40.693761,-73.948972
Brooklyn,Outdoor ,Red Hook Park,Red Hook Park,40.677265,-74.008353
Brooklyn,Indoor,Salt marsh,3301 Avenue U,40.604374,-73.930741
Brooklyn,Outdoor ,Shore Road Plgd,Shore Rd Park,40.617506,-74.040033
Brooklyn,Outdoor ,South Oxport ,Oxport Playground,40.697746,-73.976199
Brooklyn,Outdoor ,Squibb Park,Btwn Furman St & Columbia Heights,40.701079,-73.995307
Brooklyn,Greenthumb,St. John Cantius,476-484 New Jersey Avenue,40.667491,-73.89384
Brooklyn,Indoor,St. John's ,St. John's Park,40.673754,-73.934855
Brooklyn,Greenthumb,St. Nicholas-Olive Street Garden,21-25 Olive Street ,40.713316,-73.938974
Brooklyn,Outdoor,Starret City,1344 Pennsylvania Avenue,40.650143,-73.884371999999999
Brooklyn,Outdoor ,Sternberg Park,Lorimer St,40.706315,-73.948025
Brooklyn,Outdoor ,Sternberg Park,Boerum St,40.705616,-73.947172
Brooklyn,Indoor,Sunset Park,5 Ave & 44 St,40.648468,-74.006771
Brooklyn,Outdoor ,Sunset Park,5 Ave & 44 St,40.648479999999999,-74.006674000000004
Brooklyn,Greenthumb,Ten Eyck Houses,15-17 Ten Eyck Street,40.709648,-73.950166
Brooklyn,Greenthumb,"Triple R/Relaxation, Reflection, Revenue (Victoria Garden)",613 Hendrix Street ,40.666548,-73.887691
Brooklyn,Greenthumb,UCC (United Community Centers) Youth Farm/East New York Farms,613 Schenck Avenue ,40.665324,-73.886769
Brooklyn,Outdoor ,Underhill Playground,Underhill Ave & Prospect Pl,40.676766,-73.965902
Brooklyn,Outdoor ,Underwood Playground,Underwood Park,40.688204,-73.966559
Brooklyn,Greenthumb,Upon the Rock,2556 Pitkin Avenue.,40.674329,-73.877867
Brooklyn,Greenthumb,Vernon (Throop Avenue Block Assoc.),253 Throop Avenue,40.695220999999997,-73.943263999999999
Brooklyn,Greenthumb,Welcome Home,681 Halsey Street,40.684658,-73.925222
Manhattan,Greenthumb,6BC Botanical Garden,624-628 E. 6th Street ,40.723831,-73.980677
Manhattan,Outdoor,1 Centre Street,1 Centre Street,40.712187,-74.005701000000002
Manhattan,Indoor,100 Centre St,100 Centre St,40.715826999999997,-74.000488000000004
Manhattan,Outdoor,100 Centre Street ,100 Centre Street (South Entrance),40.715922999999997,-74.001447999999996
Manhattan,Outdoor,100 Gold Street,100 Gold Street,40.710450000000002,-74.003754999999998
Manhattan,Indoor,111 Centre St,111 Centre St,40.716396000000003,-74.001358999999994
Manhattan,Outdoor,115 Chrystie St,115 Chrystie St (Outside Main Entrance),40.718604999999997,-73.993763000000001
Manhattan,Outdoor ,125 St. BID,125 St & Lenox Ave,40.807944999999997,-73.945622999999998
Manhattan,Outdoor,137 Centre Street ,137 Centre St (Centre St & White St),40.716940999999998,-74.000816
Manhattan,Outdoor,2 Lafayette St ,2 Lafayette St (Lafayette St & Reade St),40.713608000000001,-74.003619
Manhattan,Outdoor,22 Reade St,22 Reade St (Reade St & Elk St),40.714022999999997,-74.004472000000007
Manhattan,Outdoor,280 Broadway,Broadway Btwn Reade St & Chambers St,40.714399,-74.006130999999996
Manhattan,Indoor,346 Broadway,346 Broadway,40.716827000000002,-74.004185000000007
Manhattan,Outdoor ,34th St,34 St & 7 Ave,40.750900999999999,-73.990842999999998
Manhattan,Outdoor,49-51 Chambers Street ,49-51 Chambers Street (Outside Main Entrance),40.713679999999997,-74.005512999999993
Manhattan,Outdoor,60 Lafayette St,60 Lafayette St (Lafayette & Leonard),40.716158,-74.002555000000001
Manhattan,Indoor,60 Lafayette St,60 Lafayette St,40.716458000000003,-74.002466999999996
Manhattan,Indoor,80 Centre St,80 Centre St,40.715387,-74.001773
Manhattan,Outdoor ,96th St Train Station (under our supervision),96 St & Lexington Ave,40.785787,-73.951092
Manhattan,Outdoor,96th St Train Station (under our supervision),96 St & Lexington Ave,40.785717,-73.950922
Manhattan,Indoor,Al Smith Rec Ctr,80 Catherine St,40.710412,-73.996979
Manhattan,Indoor,Asser Levy Rec Ctr,384 Asser Levy Pl,40.736271,-73.975508
Manhattan,Outdoor ,Battery Park - DSNY Partnership,Battery Park ,40.704592,-74.016957
Manhattan,Outdoor ,Battery Park City,Battery Park City,40.711576000000001,-74.016051000000004
Manhattan,Outdoor ,Battery Park City,Battery Park City,40.705075000000001,-74.017115000000004
Manhattan,Outdoor,Battery Park City,,40.711565,-74.015853000000007
Manhattan,Outdoor ,Bayard St & Baxter St,100 Centre Street,40.716092000000003,-74.000134000000003
Manhattan,Outdoor ,Bellevue South,Mt. Carmel Pl Btwn E 26 St & E 28 St,40.739982,-73.978053
Manhattan,Outdoor ,Bennett Park,Bennett Park,40.852856,-73.938098
Manhattan,Outdoor ,Bleecker St. Playground,W 11 St Btwn Hudson St & Bleecker St,40.736401,-74.005572
Manhattan,Outdoor ,Broadway & Murray St,Outside Entrance,40.712938999999999,-74.007261999999997
Manhattan,Outdoor ,Broadway & Park Place,Outside Plaza Entrance,40.712479999999999,-74.007642000000004
Manhattan,Outdoor ,Bryant Park,Bryant Park,40.754390999999998,-73.983401999999998
Manhattan,Outdoor ,Bryant Park - Bryant Park Corp.,Bryant Park,40.753954,-73.984092
Manhattan,Outdoor ,Carl Shurz,Carl Shurz Park,40.77453,-73.943837
Manhattan,Greenthumb,Carrie McCracken Garden/TRUCE,143-145 St. Nicholas Avenue ,40.804559,-73.952985
Manhattan,Outdoor ,Centre St & Chambers St,31 Chambers Street,40.712795999999997,-74.004816000000005
Manhattan,Outdoor ,Chelsea Park,Chelsea Park,40.749849,-74.000856
Manhattan,Indoor,Chelsea Rec Center,430 W 25 St,40.748355,-74.002007
Manhattan,Outdoor,Chelsea Waterside Park Field,Hudson River Park ,40.749349000000002,-74.007351
Manhattan,Outdoor,Chelsea Waterside Park Playground,Hudson River Park ,40.749318000000002,-74.006980999999996
Manhattan,Outdoor ,City Hall Park ,City Hall Park ,40.711834,-74.007124
Manhattan,Outdoor ,City Hall Park ,City Hall Park ,40.712806,-74.004808
Manhattan,Outdoor ,City Hall Park ,City Hall Park ,40.712896999999998,-74.007268999999994
Manhattan,Outdoor ,City Hall Park ,City Hall Park ,40.712517,-74.007573
Manhattan,Outdoor ,Coleman Square Playground,Coleman Square Playground,40.710746,-73.993819
Manhattan,Outdoor ,Colonel Young,Colonel Charles Young Playground,40.819645,-73.936417
Manhattan,Outdoor ,Columbus Park - DSNY Partnership,Columbus Park,40.71475,-74.000096
Manhattan,Outdoor,Courtyard West ,Hudson River Park ,40.732377,-74.010734999999997
Manhattan,Outdoor ,Crack is Wack,Harlem River Dr & 2 Ave ,40.804284,-73.931744
Manhattan,Outdoor ,Desalvio,DeSalvio Playground,40.721757,-73.996052
Manhattan,Outdoor,DSNY Main Office -Worth St,Centre Street,40.715110000000003,-74.002358999999998
Manhattan,Outdoor,DSNY Main Office -Worth St,Lafayette Street,40.715356,-74.002984999999995
Manhattan,Outdoor ,Each One Teach One,Lexington Ave & E 129 St,40.807191,-73.934751
Manhattan,Outdoor ,East River Park- DSNY partnership,East River Bikeway,40.716205,-73.975494
Manhattan,Outdoor ,Fashion BID,Broadway Btwn 39 St & 40 St,40.753937999999998,-73.986947000000001
Manhattan,Outdoor ,Fashion BID,57 St & Lexington Ave,40.760841999999997,-73.969307000000001
Manhattan,Outdoor ,Father Dumo Square,Father Demo Square,40.730225,-74.002246
Manhattan,Outdoor ,Foley Square - DSNY Partnership,"Foley Square, Duane St",40.714357,-74.003085
Manhattan,Outdoor ,Foley Square - DSNY Partnership,"Foley Square, Worth St",40.715167,-74.002599
Manhattan,Outdoor ,Fred Johnson,7 Ave Btwn 150 St & 151 St,40.824847,-73.935623
Manhattan,Outdoor ,Grand Central, 42 St & Lexington Ave,40.751691999999998,-73.975975000000005
Manhattan,Outdoor ,Greenwich & Murray,270 Greenwich Street,40.715108999999998,-74.011381999999998
Manhattan,Indoor,Hamilton Fish,Hamilton Fish Park,40.719937,-73.981432
Manhattan,Outdoor ,Hamilton Fish Recreation Center,Pitt St,40.720057,-73.981636
Manhattan,Outdoor ,Hamilton Fish Recreation Center,East River Bikeway,40.716618,-73.975256
Manhattan,Outdoor ,Hamilton Fish Recreation Center,East River Bikeway,40.717499,-73.974858
Manhattan,Outdoor ,Hamilton Fish Recreation Center,East River Bikeway,40.718372000000002,-73.974673999999993
Manhattan,Outdoor ,Hamilton Fish Recreation Center,East River Bikeway,40.718888,-73.974598
Manhattan,Outdoor ,Hamilton Fish Recreation Center,East River Bikeway,40.719832,-73.974488
Manhattan,Outdoor ,Hamilton Fish Recreation Center,East River Bikeway,40.721303,-73.974323
Manhattan,Outdoor ,Hamilton Fish Recreation Center,East River Bikeway,40.722911,-73.973828
Manhattan,Outdoor ,Hamilton Fish Recreation Center,East River Bikeway,40.723896,-73.973184
